Name,Position,Age,Nat,Height,Weight,Personality,Club,Transfer Value,Av Rat,Gls,Pens S,Pen/R,Shot/90,Shot %,ShT/90,xG,Asts/90,Ps C/90,Pas %,K Ps/90,CCC,Cr A,Cr C/A,Tck/90,Tck R,K Tck,Int/90,Clear,Fls,Aer A/90,Hdrs W/90,Hdr %,Gl Mst,Drb/90,FA,Dist/90,Yel,Red,Off,Apps,Mins,Shots,Ast,Pens,Mins/Gm,ShT,Hdrs A,Cr C,Distance,Drb,Hdrs,Itc,K Pas,Pas A,Ps C,Tck A,Tck C,Expires,Salary,Preferred Foot,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Com,Cmp,Cnt,Cor,Cro,Dec,Det,Dri,Ecc,Fin,Fir,Fla,Fre,Han,Hea,Jum,Kic,Ldr,Lon,L Th,Mar,Nat,OtB,1v1,Pac,Pas,Pen,Pos,Pun,Ref,TRO,Sta,Str,Tck,Tea,Tec,Thr,Vis,Wor,K Hdrs/90,Blk/90,xG/shot,Sprints/90,Poss Won/90,Poss Lost/90,Pres A/90,Pres C/90,Pr passes/90,xA/90,Blk,xGP,xSv %,Conv %,OP-KP/90,Svt,xGP/90,OP-KP,Sv %,Svh,Svp,All/90,Cln/90,NP-xG/90,Pens Saved Ratio,NP-xG,Division,Style,Media Description,Media Handling,FK Shots,Ch C/90,Clr/90,Crs A/90,Cr C/90,Goals Outside Box,Hdrs L/90,K Tck/90,OP-Cr %,OP-Crs A/90,OP-Crs C/90,Ps A/90,Shts Blckd/90,Shots Outside Box/90,xG/90,Saves/90,Inf,Rec
Marco Komenda,D (LC),28,GER,"6'0""",180 lbs,,Holstein Kiel,£150K - £1.5M,6.72,0,0,-,0.15,0%,0.00,0.87,-,50.56,91%,0.36,2,6,16%,1.02,82%,7,1.56,45,15,7.30,5.27,72%,0,0.18,6,6.9mi,5,0,0,30,"2,478",4,0,0,82.60,0,201,1,190.1mi,5,145,43,10,"1,524","1,392",34,28,30/6/2025,"£5,250 p/w",Left,10-13,1-3,13-16,8-12,9-13,11-15,12-16,1-4,1-3,11-15,10-13,5-8,9-12,12-15,12,5-9,1-2,6-10,11,5-8,10-14,1-4,12,13,1-4,11-14,7-10,6-10,14,9-12,5-9,2-5,9-12,11-14,4-8,13,2-5,1-5,1-3,12-15,13,13,12-15,11-14,1-5,8-11,12-15,0.51,0.62,0.22,4.76,11.99,3.70,2.76,0.87,3.96,0.02,17,-,-,-,0.29,-,-,8,-,-,-,-,-,0.03,-,0.87,Bundesliga,Leader,Center back,Scouting Required,0,0.07,1.63,0.22,0.04,0,2.03,0.25,17%,0.22,0.04,55.35,0.80,0.00,0.03,-,,- -  - 
Marshall Munetsi,"DM, M/AM (C)",28,ZIM,"6'2""",182 lbs,,Reims,£450K - £4.5M,6.82,3,0,-,1.06,50%,0.53,1.48,0.04,36.58,87%,0.94,1,20,20%,2.81,76%,1,1.75,25,22,4.31,2.24,52%,0,0.90,16,7.6mi,4,0,2,25 (6),"2,212",26,1,0,71.35,13,106,4,187.5mi,22,55,43,23,"1,034",899,91,69,30/6/2025,"£12,250 p/w",Right,13,1-4,12-15,10-14,10-14,10-13,13-16,1-4,1-4,12-16,9-12,3-6,8-11,9-13,12-16,10-14,1-2,11,14,8-11,6-9,1-4,12,13,1-5,11-14,13,7-11,7-10,14-17,10-14,1-2,12,14,8-12,10-13,1-4,1-4,2-5,12-16,15,11-14,14-17,14,1-5,11-14,12-16,0.28,0.57,0.06,11.35,9.93,14.48,10.78,3.74,2.85,0.03,14,-,-,12%,0.94,-,-,23,-,-,-,-,-,0.06,-,1.48,Ligue 1 Uber Eats,Physical,Attacking midfielder,Scouting Required,0,0.04,1.02,0.81,0.16,0,2.08,0.04,20%,0.81,0.16,42.07,0.00,0.37,0.06,-,Int,- -  - 
Derek Cornelius,D (LC),27,CAN,"6'2""",189 lbs,,Reims,£300K - £2.9M,6.79,0,0,-,0.37,0%,0.00,0.39,-,51.18,91%,0.37,0,6,-,1.28,81%,5,1.35,28,9,7.34,6.05,83%,0,0.24,4,6.8mi,2,0,0,18,"1,472",6,0,0,81.78,0,120,0,110.6mi,4,99,22,6,919,837,26,21,30/6/2027,"£3,600 p/w",Left Only,11,1-2,10-14,9-12,11-14,9-12,13-16,1-5,1-3,11-14,12-15,8-11,9-13,11-15,13,7-10,3-6,7-10,12,11-14,11-14,1-5,15,15,1-2,11-15,9-13,9-12,13,12-16,9-12,2-5,10-14,12,7-10,11,1-4,1-4,1-3,11-15,15,14,10-14,9-13,1-3,8-12,11-15,1.22,0.43,0.07,4.95,12.72,3.67,3.00,1.41,3.73,0.01,7,-,-,-,0.24,-,-,4,-,-,-,-,-,0.02,-,0.39,Ligue 1 Uber Eats,Physical,Center back,Scouting Required,0,-,1.71,0.37,0.00,0,1.28,0.31,0%,0.37,0.00,56.19,0.73,0.12,0.02,-,Int,- -  - 
Hugo Sotelo,"DM, M (RC)",21,ESP,"6'0""",178 lbs,,Celta de Vigo,£9.2M - £15M,6.72,0,0,-,0.29,50%,0.14,0.47,0.10,47.46,90%,1.25,12,62,60%,2.56,80%,4,2.12,21,31,3.47,1.74,50%,0,0.77,23,7.9mi,7,1,0,19 (14),"1,866",6,2,0,56.55,3,72,13,163.3mi,16,36,44,26,"1,093",984,66,53,30/6/2028,"£5,000 p/w",Right Only,13-16,2-5,11-14,11-15,13-17,13-16,9-12,1-4,1-5,14-18,11-14,10-13,13-16,11-15,17-20,12-16,1-2,5-8,14,10-13,9-12,1-4,11-14,10-13,1-4,2-5,8-12,7-11,10-13,10-13,12-16,1-3,11-14,16-19,4-8,12-15,1-3,1-3,1-3,10-14,12-16,13,14-17,13-17,1-5,14-17,10-14,0.10,0.48,0.08,10.32,12.01,8.01,10.47,3.09,5.31,0.17,10,-,-,-,1.25,-,-,26,-,-,-,-,-,0.02,-,0.47,LaLiga EA Sports,Technical,Midfielder,Scouting Required,0,0.58,1.01,2.99,0.63,0,1.74,0.19,21%,0.24,0.14,52.72,0.05,0.10,0.02,-,Int,- -  - 
Mahdi Camara,"DM, M (C)",26,GAM,"5'10""",152 lbs,,Brest,£4M,6.75,1,0,-,1.21,30%,0.36,1.15,-,39.68,91%,0.73,1,5,-,1.69,82%,0,1.69,3,10,3.87,1.57,41%,0,1.21,3,8.2mi,1,0,0,5 (14),744,10,0,0,39.16,3,32,0,67.8mi,10,13,14,6,359,328,17,14,30/6/2025,"£6,750 p/w",Right,12-15,1-3,11-14,12-16,11-15,13-17,12-16,2-5,1-3,11-15,10-13,6-9,7-10,13-16,11-15,8-12,1-3,10-14,13,11,7-11,1-3,3-6,8-11,1-4,11-14,10,3-7,10-13,12-15,10-14,1-4,10-13,13,4-8,11-15,2-5,1-5,1-2,15,14,12,13,13-16,1-5,12,14,0.12,0.48,0.11,12.34,9.07,12.34,11.01,2.54,3.63,0.06,4,-,-,10%,0.73,-,-,6,-,-,-,-,-,0.14,-,1.15,Ligue 1 Uber Eats,Physical,Midfielder,Scouting Required,0,0.12,0.36,0.60,0.00,0,2.30,0.00,0%,0.60,0.00,43.43,0.00,0.12,0.14,-,Int,- -  - 
Ronnie Edwards,D (C),22,ENG,"5'11""",167 lbs,,Southampton,£9M - £14M,6.79,0,0,-,0.42,13%,0.05,0.94,0.05,57.35,92%,0.21,0,0,-,1.26,80%,3,1.05,21,13,7.90,5.79,73%,0,0.26,5,7.1mi,6,0,1,16 (6),"1,709",8,1,0,77.68,1,150,0,135.8mi,5,110,20,4,"1,180","1,089",30,24,30/6/2027,"£15,000 p/w",Right,12,1-2,11-13,10-13,14,12-15,12-15,1-3,2-4,14-16,12-14,3-5,5-7,14,15,8-11,1-2,5-8,15,6-8,5-8,3-5,11,12,1-3,11-13,7-9,5-7,12,12-14,8-11,2-4,12,14,4-7,13,2-4,2-5,1,14-16,12,13,11-13,13-15,2-4,10-12,13-15,0.84,0.58,0.12,5.16,13.74,3.05,3.21,0.95,3.32,0.04,11,-,-,-,0.21,-,-,4,-,-,-,-,-,0.05,-,0.94,Premier League,Technical,Center back,Scouting Required,0,-,1.11,0.00,0.00,0,2.11,0.16,-,0.00,0.00,62.14,0.84,0.16,0.05,-,Int,- -  - 
Omar El Hilali,D/WB (R),21,MAR,"6'0""",176 lbs,,Espanyol,£2.8M - £6M,6.76,0,0,-,1.25,0%,0.00,0.62,-,38.42,86%,0.71,0,19,15%,2.85,80%,0,2.49,3,10,4.27,2.49,58%,0,0.89,7,7.3mi,2,0,0,5 (3),506,7,0,0,63.25,0,24,3,40.9mi,5,14,14,4,252,216,20,16,30/6/2028,"£11,250 p/w",Right,13-17,1-5,12-16,11-14,9-12,12-15,12-15,1-2,3-6,12-15,9-13,4-8,10-14,10-13,4-7,7-10,1-4,8-11,7-10,6-10,5-8,1-4,9,6-10,1-2,7-11,7-10,11-14,9-13,10-14,11-14,1-4,11-15,7-11,2-5,12-15,1-4,3-6,1-3,11-14,11-14,12,11-15,8-11,1-3,8-12,11-14,0.18,0.36,0.09,13.87,7.65,19.74,8.18,2.67,4.80,0.02,2,-,-,-,0.71,-,-,4,-,-,-,-,-,0.11,-,0.62,LaLiga EA Sports,Physical,Fullback,Scouting Required,0,-,0.53,3.38,0.53,0,1.78,0.00,16%,3.38,0.53,44.82,1.07,0.53,0.11,-,,- -  - 
Michael Svoboda,D (C),26,AUT,"6'5""",187 lbs,,Venezia,Unknown,6.54,0,0,-,-,-,-,0.00,-,47.91,86%,0.39,0,0,-,0.58,43%,2,1.36,6,8,8.53,6.40,75%,0,-,0,7.4mi,1,0,0,3 (5),464,0,0,0,58.00,-,44,0,37.9mi,0,33,7,2,286,247,7,3,30/6/2025,£750 p/w,Unknown,9-15,-,11-17,-,10-15,-,-,-,-,-,-,-,-,8-16,8-14,-,-,-,2-8,-,-,-,8-16,15-20,-,-,-,-,13-19,-,-,-,7-15,5-11,-,11-16,-,-,-,10-18,8-14,7-15,6-14,4-12,-,-,8-16,0.78,0.58,0.00,5.24,9.89,5.82,3.10,1.36,3.49,0.00,3,-,-,-,0.39,-,-,2,-,-,-,-,-,0.00,-,0.00,Serie A TIM,Physical,Center back,Scouting Required,0,-,1.16,0.00,0.00,0,2.13,0.39,-,0.00,0.00,55.47,0.97,0.00,0.00,-,Wnt,- -  - 
Anthony Oyono,D/WB (R),24,GAB,"6'0""",163 lbs,,Lecce,£2.5M,6.60,0,0,-,-,-,-,0.00,-,34.05,82%,1.12,0,40,10%,2.25,71%,0,2.43,7,4,3.56,1.87,53%,0,1.68,7,8.2mi,0,0,0,3 (18),481,0,0,0,22.90,-,19,4,43.7mi,9,10,13,6,222,182,17,12,30/6/2027,"£13,000 p/w",Unknown,8-14,-,6-12,-,12-18,-,-,-,-,-,-,-,-,10-15,8-16,-,-,-,3-11,-,-,-,7-12,7-15,-,-,-,-,9-17,-,-,-,11-16,6-12,-,9-15,-,-,-,13-18,6-14,12-17,9-14,9-14,-,-,10-15,0.19,0.56,0.00,18.15,7.11,12.54,11.41,1.68,2.99,0.09,3,-,-,-,1.12,-,-,6,-,-,-,-,-,0.00,-,0.00,Serie A TIM,Physical,Fullback,Scouting Required,0,-,1.31,7.48,0.75,0,1.68,0.00,10%,7.48,0.75,41.54,0.75,0.00,0.00,-,Int,- -  - 
Noel López,"AM (RL), ST (C)",22,ESP,"6'0""",158 lbs,,Osasuna,£60K - £600K,6.70,6,0,-,4.35,51%,2.22,6.08,-,18.58,87%,0.68,1,2,-,0.85,91%,2,1.11,7,7,9.12,1.70,19%,0,0.60,17,7.6mi,0,0,4,5 (29),"1,056",51,0,0,31.06,26,107,0,89.1mi,7,20,13,8,250,218,11,10,30/6/2025,"£3,000 p/w",Right,9-12,1-4,3-6,11-14,13-16,12-16,8-12,1,3-6,12-15,7-11,8-12,8-11,11-14,9-12,11-14,1-4,10-14,12-15,7-11,7-11,1-3,9,11,1-3,11-14,9-12,8-11,9-13,7-10,12-15,1-4,11-15,13-16,8-11,7-11,1-2,1-4,2-6,10-13,11-14,7-11,10-14,9-12,3-6,12-16,11-14,0.00,0.09,0.12,7.07,1.53,15.17,6.73,0.94,0.77,0.08,1,-,-,12%,0.68,-,-,8,-,-,-,-,-,0.52,-,6.08,LaLiga EA Sports,Intelligent,Striker,Scouting Required,1,0.09,0.60,0.17,0.00,0,7.41,0.17,0%,0.17,0.00,21.31,0.00,1.28,0.52,-,,- -  - 
Adrian Beck,"DM, M/AM (C)",27,GER,"6'1""",176 lbs,,FC Heidenheim,£950K - £2.1M,6.59,4,0,-,3.07,30%,0.93,2.02,-,27.60,86%,1.87,2,19,-,1.60,63%,0,0.40,2,7,6.27,2.27,36%,0,0.93,2,8.2mi,0,0,3,0 (25),675,23,0,0,27.00,7,47,1,61.3mi,7,17,3,14,241,207,19,12,30/6/2026,"£8,000 p/w",Right,12,1-3,12-16,8-11,9-12,12-15,12-15,1-3,2-5,11-14,9-13,10-14,10-14,10-13,12-15,10-13,1-2,10,12,9-13,14-17,1-5,12,12,1-2,9-13,10-13,5-8,6-10,12-16,9-12,1-4,12,12,9-12,10-13,1-3,2-5,1-5,13-16,10,9-13,12-16,10-13,1-4,10-14,14-17,0.00,0.13,0.09,13.73,8.67,16.93,10.40,2.80,1.60,0.07,1,-,-,17%,0.53,-,-,4,-,-,-,-,-,0.27,-,2.02,Bundesliga,Leader,Midfielder,Scouting Required,1,0.27,0.27,2.53,0.13,1,4.00,0.00,5%,0.53,0.00,32.13,0.00,1.07,0.27,-,,- -  - 
Adrian Benedyczak,"AM (L), ST (C)",24,POL,"6'3""",182 lbs,,Parma,Unknown,6.82,4,1,100%,3.14,35%,1.11,3.76,0.09,21.30,84%,1.20,1,19,10%,1.57,71%,1,0.46,4,8,8.85,3.32,38%,0,0.65,17,7.4mi,0,0,3,10 (11),976,34,1,1,46.48,12,96,2,80.5mi,7,36,5,13,274,231,24,17,30/6/2027,"£17,000 p/w",Unknown,7-13,-,4-10,-,-,-,-,-,-,-,-,-,-,-,8-16,11-17,-,11-17,7-15,10-18,-,-,11-16,12-20,-,-,9-14,-,-,-,14-20,-,11-16,5-11,-,-,-,-,-,12-17,6-14,-,-,11-16,-,7-12,11-16,0.18,-,0.11,8.67,1.57,21.39,8.58,2.21,1.75,0.07,0,-,-,12%,1.20,-,-,13,-,-,-,-,-,0.35,-,3.76,Serie A TIM,Intelligent,Winger,Scouting Required,0,0.09,0.37,1.75,0.18,0,5.53,0.09,11%,1.75,0.18,25.27,0.00,0.83,0.35,-,Wnt,- -  - 
Gaetano Oristanio,"AM (C), ST (C)",22,ITA,"5'9""",136 lbs,,Venezia,Unknown,6.81,1,0,-,1.94,38%,0.73,1.73,0.12,23.53,85%,2.79,1,21,42%,2.43,83%,0,1.33,2,6,6.43,0.97,15%,0,1.94,14,7.2mi,0,0,4,7 (9),742,16,1,0,46.38,6,53,9,59.5mi,16,8,11,23,229,194,24,20,30/6/2028,"£4,600 p/w",Unknown,8-14,-,5-11,-,-,-,-,-,-,-,-,-,-,-,8-16,14-20,-,9-15,7-15,11-19,-,-,3-8,3-11,-,-,12-17,-,-,-,12-18,-,11-16,7-13,-,-,-,-,-,11-16,4-12,-,-,13-18,-,9-14,9-14,0.12,0.61,0.11,10.19,1.70,21.47,10.19,3.15,2.43,0.07,5,-,-,6%,1.09,-,-,9,-,-,-,-,-,0.21,-,1.73,Serie A TIM,Technical,Midfielder,Scouting Required,0,0.12,0.24,2.55,1.09,0,5.46,0.00,43%,2.55,1.09,27.78,0.00,0.36,0.21,-,Wnt,- -  - 
Jordan Ferri,"DM, M (C)",33,FRA,"5'8""",156 lbs,,Montpellier,£140K - £1.4M,6.84,0,0,-,0.40,27%,0.11,1.16,0.07,47.17,90%,1.32,7,5,-,1.95,69%,6,1.76,36,44,3.23,1.07,33%,0,0.70,22,7.7mi,6,0,0,32,"2,450",11,2,0,76.56,3,88,0,209.8mi,19,29,48,36,"1,425","1,284",77,53,30/6/2025,"£25,500 p/w",Right,10-13,1-4,15-18,9-13,12-16,11-14,16-19,1-3,1-4,12-16,9-12,9-12,13-16,9-13,14-18,10-14,1,6-9,13,12,9-12,3-6,6-9,4-7,1-3,15-18,10,6-10,8-11,12-15,11-15,1-3,8-11,15,7-11,12-15,1-2,1-2,1-3,13,11,14,17,11-15,1-4,13,16,0.11,0.62,0.11,11.50,11.17,7.16,9.70,2.42,5.73,0.14,17,-,-,-,1.32,-,-,36,-,-,-,-,-,0.04,-,1.16,Ligue 1 Uber Eats,Leader,Experienced midfielder,Scouting Required,0,0.26,1.32,0.18,0.00,0,2.17,0.22,0%,0.18,0.00,52.35,0.59,0.04,0.04,-,,- -  - 
Tijjani Noslin,"AM (RL), ST (C)",25,NED,"5'11""",158 lbs,,Lazio,£1.7M,6.87,2,0,-,2.73,36%,0.98,3.84,0.11,24.87,86%,1.09,2,15,26%,1.75,94%,0,1.31,5,6,5.89,1.85,31%,0,2.73,20,7.6mi,0,0,3,3 (27),825,25,1,0,27.50,9,54,4,69.4mi,25,17,12,10,265,228,17,16,30/6/2028,"£12,500 p/w",Unknown,12-17,-,3-8,-,-,-,-,-,-,-,-,-,-,-,13-19,11-16,-,3-11,14-20,11-17,-,-,6-14,8-14,-,-,1-6,-,-,-,10-15,-,13-20,9-14,-,-,-,-,-,6-12,8-14,-,-,7-13,-,9-17,6-12,0.00,-,0.15,11.13,1.31,19.64,10.36,1.96,1.85,0.06,0,-,-,8%,1.09,-,-,10,-,-,-,-,-,0.42,-,3.84,Serie A TIM,Technical,Winger,Scouting Required,0,0.22,0.55,1.64,0.44,0,4.04,0.00,27%,1.64,0.44,28.91,0.00,1.20,0.42,-,Wnt,- -  - 
Fabien Centonze,D/WB/M (R),29,FRA,"6'0""",165 lbs,,FC Nantes,£28K - £275K,6.82,1,0,-,0.46,31%,0.14,1.70,0.04,35.47,85%,1.16,5,128,17%,3.26,82%,4,2.42,35,45,4.17,2.52,61%,0,1.65,30,8.0mi,5,1,2,31,"2,568",13,1,0,82.84,4,119,22,229.7mi,47,72,69,33,"1,186","1,012",113,93,30/6/2024,"£15,500 p/w",Right,13,1-3,12-15,10-14,11-15,11-14,12-15,1-5,2-6,12-16,10-13,3-6,13-16,10-14,12,9-13,1-3,6-9,12,5-8,4-7,3-6,10,10,1-5,9-12,6-10,6-10,12,14-17,10-14,1,12-15,11,6-10,13,1-4,1-4,2-5,11-15,12,13,12-15,9-13,1-5,12-15,10-14,0.32,0.49,0.13,15.95,11.18,16.23,10.30,3.33,5.47,0.11,14,-,-,8%,1.16,-,-,33,-,-,-,-,-,0.06,-,1.70,Ligue 1 Uber Eats,Intelligent,Fullback,Scouting Required,0,0.18,1.23,4.49,0.77,1,1.65,0.14,17%,4.49,0.77,41.57,0.63,0.07,0.06,-,Wnt,- -  - 
Arnau Comas,D (C),25,ESP,"6'3""",182 lbs,,Bologna,Unknown,6.51,0,0,-,0.17,0%,0.00,0.11,-,53.62,91%,-,0,3,-,1.22,70%,3,1.74,6,5,7.49,5.40,72%,0,-,1,6.9mi,1,0,0,0 (10),517,1,0,0,51.70,0,43,0,39.5mi,0,31,10,0,339,308,10,7,30/6/2028,"£20,000 p/w",Unknown,10-15,-,12-17,-,7-15,-,-,-,-,-,-,-,-,13-19,11-17,-,-,-,8-14,-,-,-,7-13,11-16,-,-,-,-,10-15,-,-,-,7-13,10-15,-,11-19,-,-,-,12-18,10-16,9-15,6-12,11-17,-,-,12-18,1.04,0.17,0.11,5.57,10.97,4.18,3.48,1.39,4.18,0.01,1,-,-,-,0.00,-,-,0,-,-,-,-,-,0.02,-,0.11,Serie A TIM,Physical,Center back,Scouting Required,0,-,1.04,0.52,0.00,0,2.09,0.52,0%,0.52,0.00,59.01,0.87,0.00,0.02,-,,- -  - 
Ado Onaiwu,"AM (RL), ST (C)",29,JPN,"5'11""",165 lbs,,AJ Auxerre,£250K - £2.6M,6.88,7,1,100%,3.40,48%,1.64,3.49,0.22,17.76,85%,0.77,4,2,-,1.10,77%,0,0.99,6,8,10.19,2.96,29%,0,1.43,23,7.3mi,0,0,5,7 (15),821,31,2,1,37.32,15,93,0,66.9mi,13,27,9,7,191,162,13,10,30/6/2025,"£4,700 p/w",Right,15,1-3,9-13,9-12,9-12,12-15,11-14,1-4,2-5,11-14,8-12,7-11,8-12,11-14,12-15,9-12,1-2,12,13,10-14,8-11,2-6,11,10,1-3,7-11,10,3-6,4-8,11-15,10-13,1-2,14,11,8-11,12-15,1-3,2-5,1-4,10-13,13,4-8,11-15,13,2-5,10-14,11-14,0.11,0.22,0.11,6.58,1.32,23.68,6.69,1.32,0.88,0.29,2,-,-,23%,0.77,-,-,7,-,-,-,-,-,0.38,-,3.49,Ligue 1 Uber Eats,Physical,Nomadic striker,Scouting Required,0,0.44,0.66,0.22,0.00,0,7.24,0.00,0%,0.22,0.00,20.94,0.00,0.99,0.38,-,,- -  - 
Gautier Larsonneur,GK,28,FRA,"5'11""",154 lbs,,Saint-Etienne,£375K - £3.7M,6.58,0,0,-,-,-,-,0.00,-,15.81,67%,-,0,-,-,0.00,0%,0,-,-,2,-,-,-,2,-,23,3.4mi,2,0,0,33 (1),"2,955",0,0,0,86.91,-,-,-,112.3mi,0,-,0,0,777,519,4,0,30/6/2028,"£8,500 p/w",Right Only,12-15,10,9-12,11-15,10-14,12-15,12-15,13,10-14,12-16,10-13,2-5,3-6,9-13,12-16,6-10,12,1-3,11-15,7-10,4-7,13,1-3,8-11,12,12-15,1-3,1-5,1,14-17,1-5,13,11-14,11-14,1-4,9-12,8,14,14,10-14,11-15,1-4,12-15,8-12,12,9-12,9-13,0.00,-,0.00,0.00,2.86,9.08,0.00,0.00,0.00,0.00,-,0.37,89%,-,0.00,24,0.01,0,71%,33,64,1.46,0.21,0.00,0%,0.00,Ligue 1 Uber Eats,Assertive,Goalkeeper,Scouting Required,-,-,8.10,-,-,-,-,0.00,-,-,-,23.66,-,-,0.00,3,,- -  - 
Musa Al-Tamari,"M (R), AM (RL)",27,JOR,"5'9""",165 lbs,,Montpellier,£650K - £6.2M,7.03,1,0,-,3.67,29%,1.07,2.83,0.15,29.49,85%,1.38,1,18,5%,1.38,53%,1,1.68,5,3,5.04,0.92,18%,0,3.06,10,8.2mi,0,0,2,3 (12),589,24,1,0,39.27,7,33,1,53.7mi,20,6,11,9,227,193,17,9,30/6/2025,"£6,500 p/w",Left,15,1-3,7-10,13-17,10-14,7-10,8-11,1-3,1-4,10-14,8-11,3-6,9-12,7-11,11-15,13-17,1-3,12,13,10-13,4-7,3-6,7,7,1-4,5-8,12,5-9,3-6,12-15,10-14,1,17,10,4-8,4-7,1-4,1-2,2-5,12-16,8,4-7,14-17,13,1-4,9-12,12-16,0.00,0.15,0.12,16.35,3.06,17.72,12.68,3.06,2.44,0.15,1,-,-,4%,1.38,-,-,9,-,-,-,-,-,0.43,-,2.83,Ligue 1 Uber Eats,Physical,Winger,Scouting Required,0,0.15,0.76,2.75,0.15,1,4.13,0.15,6%,2.75,0.15,34.69,0.00,0.92,0.43,-,Int,- -  - 
Mama Baldé,"M (R), AM (RL), ST (C)",29,GNB,"5'9""",152 lbs,,Brest,£190K - £1.9M,6.73,5,1,100%,2.33,60%,1.40,3.97,-,23.74,85%,0.93,2,17,23%,1.86,83%,0,1.16,7,14,8.30,3.57,43%,0,2.41,27,7.0mi,0,0,4,5 (30),"1,160",30,0,1,33.14,18,107,4,90.0mi,31,46,15,12,362,306,29,24,30/6/2026,"£4,900 p/w",Right Only,16,1-4,14-17,11-15,10-14,9-12,10-13,1-2,1-5,9-13,8-11,4-7,9-12,7-11,13-17,9-13,1-2,12,12,10-13,3-6,2-5,11,12,1-3,6-9,11,6-10,4-7,16-19,10-14,1-2,16,12,10-14,6-9,1-4,1-3,2-5,10-14,13,6-9,10-13,12,1-4,9-12,10-14,0.08,0.16,0.13,10.47,1.71,23.90,9.54,2.33,1.55,0.07,2,-,-,17%,0.93,-,-,12,-,-,-,-,-,0.31,-,3.97,Ligue 1 Uber Eats,Physical,Nomadic striker,Scouting Required,0,0.16,0.54,1.32,0.31,1,4.73,0.00,24%,1.32,0.31,28.09,0.08,0.62,0.31,-,Int,- -  - 
Markus Kolke,GK,34,GER,"6'2""",200 lbs,,Werder Bremen,Not for Sale,6.77,0,0,-,-,-,-,0.00,-,14.98,61%,-,0,-,-,0.07,25%,0,-,-,0,-,-,-,0,-,6,4.0mi,0,0,0,14 (1),"1,334",0,0,0,88.93,-,-,-,59.1mi,0,-,0,0,361,222,4,1,30/6/2026,"£7,500 p/w",Right Only,4-7,11,13-16,11-14,12-15,9-13,13-17,11,10-14,7-11,11-15,2-6,1,11-14,13-17,3-6,7-11,1-3,4-8,3-7,3-7,13,5-8,14-18,10,13-16,2-5,1-4,2-6,13-16,8-11,13-17,7-10,7-10,2-5,12-16,9,14,10,9-12,8-12,1-3,10-13,6-9,11,7-10,14-17,0.00,-,0.00,0.00,2.29,10.46,0.00,0.00,0.00,0.00,-,1.82,88%,-,0.00,9,0.12,0,73%,13,25,1.21,0.13,0.00,25%,0.00,Bundesliga,Shot Stopper,Experienced goalkeeper,Scouting Required,-,-,6.95,-,-,-,-,0.00,-,-,-,24.36,-,-,0.00,3,,- -  - 
Abdoulaye Bamba,"D (RLC), WB (R)",35,CIV,"6'0""",156 lbs,,Angers,£2.5K,6.81,0,0,-,0.55,27%,0.15,1.87,0.11,39.70,86%,0.85,6,58,18%,3.18,83%,6,2.40,35,29,6.35,4.10,65%,0,0.85,16,7.9mi,2,0,1,29 (3),"2,437",15,3,0,76.16,4,172,11,214.2mi,23,111,65,23,"1,248","1,075",104,86,30/6/2024,"£3,200 p/w",Right,11,2-5,9-13,10-14,12-16,10-13,10-13,1-5,1-3,10-13,10-13,6-9,8-12,9-13,13,7-11,2-5,2-5,11,6-9,3-6,1-5,12,12,1-4,8-12,5-9,13-16,13,12-16,10-14,3-6,11-14,9,5-9,12,1-4,1,2-5,9-13,10,13,14-17,7-11,1-3,11-14,12-16,0.44,0.81,0.12,15.10,11.30,17.21,9.34,2.88,4.80,0.13,22,-,-,-,0.85,-,-,23,-,-,-,-,-,0.07,-,1.87,Ligue 1 Uber Eats,Leader,Veteran full back,Scouting Required,0,0.22,1.29,2.14,0.41,0,2.25,0.22,19%,2.14,0.41,46.09,0.66,0.15,0.07,-,Wnt,- -  - 
Thomas Delaine,"D (RL), WB (L)",33,FRA,"5'11""",158 lbs,,Strasbourg,£8K - £85K,6.79,1,0,-,0.16,40%,0.06,0.35,0.19,41.03,87%,0.97,5,60,5%,2.80,85%,8,2.40,51,28,4.36,2.80,64%,0,0.81,24,7.8mi,4,0,2,33 (1),"2,891",5,6,0,85.03,2,140,3,252.1mi,26,90,77,31,"1,512","1,318",106,90,30/6/2024,"£10,000 p/w",Left,11,2-6,7-11,9-12,8-11,12-15,14-17,1-3,2-5,11-14,9-13,3-7,13-17,10-13,15,8-11,1-4,10-13,13,5-9,6-9,1-5,9,10,1-3,9-13,7-10,8-11,10,13-17,10-13,1-2,9-13,11,5-8,10,1-4,2-5,1-4,12-15,13,11,12-16,10-13,2-5,10-14,13-16,0.12,1.00,0.07,17.00,9.46,14.85,9.87,1.81,6.01,0.15,32,-,-,20%,0.97,-,-,31,-,-,-,-,-,0.01,-,0.35,Ligue 1 Uber Eats,Physical,Experienced full back,Scouting Required,0,0.16,1.59,1.87,0.09,0,1.56,0.25,5%,1.87,0.09,47.07,0.37,0.12,0.01,-,,- -  - 
