Name,Position,Age,Nat,Height,Weight,Personality,Club,Transfer Value,Av Rat,Gls,Pens S,Pen/R,Shot/90,Shot %,ShT/90,xG,Asts/90,Ps C/90,Pas %,K Ps/90,CCC,Cr A,Cr C/A,Tck/90,Tck R,K Tck,Int/90,Clear,Fls,Aer A/90,Hdrs W/90,Hdr %,Gl Mst,Drb/90,FA,Dist/90,Yel,Red,Off,Apps,Mins,Shots,Ast,Pens,Mins/Gm,ShT,Hdrs A,Cr C,Distance,Drb,Hdrs,Itc,K Pas,Pas A,Ps C,Tck A,Tck C,Expires,Salary,Preferred Foot,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Com,Cmp,Cnt,Cor,Cro,Dec,Det,Dri,Ecc,Fin,Fir,Fla,Fre,Han,Hea,Jum,Kic,Ldr,Lon,L Th,Mar,Nat,OtB,1v1,Pac,Pas,Pen,Pos,Pun,Ref,TRO,Sta,Str,Tck,Tea,Tec,Thr,Vis,Wor,K Hdrs/90,Blk/90,xG/shot,Sprints/90,Poss Won/90,Poss Lost/90,Pres A/90,Pres C/90,Pr passes/90,xA/90,Blk,xGP,xSv %,Conv %,OP-KP/90,Svt,xGP/90,OP-KP,Sv %,Svh,Svp,All/90,Cln/90,NP-xG/90,Pens Saved Ratio,NP-xG,Division,Style,Media Description,Media Handling,FK Shots,Ch C/90,Clr/90,Crs A/90,Cr C/90,Goals Outside Box,Hdrs L/90,K Tck/90,OP-Cr %,OP-Crs A/90,OP-Crs C/90,Ps A/90,Shts Blckd/90,Shots Outside Box/90,xG/90,Saves/90,Inf,Rec
Dominicus Lambert,ST (C),18,FRA,"5'10""",149 lbs,,Sochaux,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£90 p/w,Unknown,9-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8-14,-,9-15,6-13,-,-,-,1-7,5-12,-,-,4-13,-,-,-,3-9,-,4-13,2-10,-,-,-,-,-,-,1-5,-,-,11-20,-,1-8,8-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ligue 2 BKT,Technical,Forward,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yth,- -  - 
Oumar Guinchard,GK,17,FRA,"6'8""",185 lbs,,Sochaux,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£70 p/w,Unknown,-,8-18,-,8-14,-,-,1-8,2-10,-,-,6-14,-,-,-,-,-,1-5,-,-,-,-,9-15,-,-,6-12,-,-,-,-,-,-,6-14,-,-,-,1-10,7-15,5-15,4-14,-,-,-,-,-,7-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ligue 2 BKT,Shot Stopper,Goalkeeper,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yth,- -  - 
Mohamed Konaté,D (C),17,CIV,"6'0""",169 lbs,,Sochaux,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£1,400 p/w",Unknown,6-12,-,-,-,2-12,-,-,-,-,-,-,-,-,10-18,1-9,-,-,-,7-15,-,-,-,1-7,6-12,-,-,-,-,3-9,-,-,-,2-10,5-11,-,5-15,-,-,-,-,10-18,1-8,-,-,-,-,8-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ligue 2 BKT,Physical,Center back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Int,- -  - 
Fares Lefevre,D (C),17,FRA,"6'0""",167 lbs,,Sochaux,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£70 p/w,Unknown,2-12,-,-,-,9-19,-,-,-,-,-,-,-,-,8-16,7-13,-,-,-,4-10,-,-,-,10-18,12-18,-,-,-,-,6-12,-,-,-,10-18,1-7,-,2-10,-,-,-,-,8-14,11-19,-,-,-,-,5-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ligue 2 BKT,Physical,Center back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yth,- -  - 
Jonathan Nicod,DM,17,FRA,"6'3""",169 lbs,,Sochaux,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£70 p/w,Unknown,-,-,9-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7-13,1-9,-,-,7-15,5-15,-,-,2-8,-,-,-,-,-,-,9-19,-,-,-,-,-,4-10,5-11,1-8,2-10,5-11,-,5-13,4-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ligue 2 BKT,Physical,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yth,- -  - 
Mamadou Nicod,D (C),18,FRA,"6'0""",167 lbs,,Sochaux,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£90 p/w,Unknown,3-10,-,-,-,11-18,-,-,-,-,-,-,-,-,12-18,5-14,-,-,-,2-11,-,-,-,4-10,7-16,-,-,-,-,7-16,-,-,-,6-12,3-10,-,8-16,-,-,-,-,3-12,8-14,-,-,-,-,13-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ligue 2 BKT,Leader,Center back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yth,- -  - 
Andreas Hansch,GK,17,GER,"6'2""",165 lbs,,Hannover,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£1,500 p/w",Unknown,-,2-12,-,3-9,-,-,5-11,9-19,-,-,7-15,-,-,-,-,-,3-11,-,-,-,-,6-14,-,-,4-10,-,-,-,-,-,-,9-17,-,-,-,9-15,10-20,9-15,8-18,-,-,-,-,-,1-8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2. Bundesliga,Assertive,Goalkeeper,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Brandon Rowe,D (C),17,USA,"6'0""",167 lbs,,Hannover,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£375 p/w,Unknown,7-13,-,-,-,2-12,-,-,-,-,-,-,-,-,10-18,11-19,-,-,-,1-9,-,-,-,3-11,4-10,-,-,-,-,7-13,-,-,-,2-10,5-11,-,8-18,-,-,-,-,7-15,7-15,-,-,-,-,10-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2. Bundesliga,Physical,Center back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Tom-Luca Zobel,D (C),17,GER,"6'1""",160 lbs,,Hannover,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£350 p/w,Unknown,1-10,-,-,-,6-16,-,-,-,-,-,-,-,-,5-13,8-14,-,-,-,3-9,-,-,-,6-14,9-15,-,-,-,-,4-10,-,-,-,10-18,1-7,-,1-8,-,-,-,-,3-9,12-20,-,-,-,-,7-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2. Bundesliga,Physical,Center back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Pelle Franziskus,D (R),18,GER,"6'0""",158 lbs,,Hannover,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,"£1,400 p/w",Unknown,10-19,-,-,-,2-9,-,-,-,-,-,-,-,-,7-13,13-19,-,-,-,5-11,-,-,-,1-8,1-10,-,-,-,-,1-10,-,-,-,8-16,3-12,-,7-14,-,-,-,-,6-12,3-11,-,-,-,-,5-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2. Bundesliga,Leader,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Shpëtim Toma,M (R),18,KOS,"5'9""",141 lbs,,Hannover,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,"£1,700 p/w",Unknown,-,-,7-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1-10,10-19,-,-,7-13,3-12,-,-,2-8,-,-,-,-,-,-,2-9,-,-,-,-,-,9-15,1-7,1-6,3-9,11-17,-,2-8,6-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2. Bundesliga,Physical,Winger,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Malte Töpken,"D (RL), WB (L)",18,GER,"5'7""",141 lbs,,Hannover,£190K - £550K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,"£1,300 p/w",Left,11-15,1-5,12-16,9-15,8-14,13-17,12-16,1-4,1-6,4-9,8-12,1-4,10-14,7-12,13-18,1-5,1-3,1-5,8-13,1-4,1-2,2-6,6,4,1-5,8-12,1-5,2-7,7-11,13-17,2-8,1,11-15,8-12,2-8,8-12,1-4,1-2,1-4,9-14,9-14,12,14-18,10-15,1-6,6-10,7-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2. Bundesliga,Leader,Young full back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Patrick Braun,AM (R),18,GER,"5'9""",145 lbs,,Hannover,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£375 p/w,Unknown,10-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3-9,-,6-12,2-9,-,-,-,1-5,7-14,-,-,1-8,-,-,-,3-9,-,6-15,5-13,-,-,-,-,-,-,1-8,-,-,11-20,-,1-8,8-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2. Bundesliga,Physical,Winger,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Cezary Siwierski,GK,18,POL,"6'3""",174 lbs,,Ruch,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£55 p/w,Unknown,-,8-15,-,7-16,-,-,3-10,1-8,-,-,4-10,-,-,-,-,-,16-20,-,-,-,-,6-15,-,-,4-13,-,-,-,-,-,-,6-12,-,-,-,1-6,10-18,8-15,8-15,-,-,-,-,-,3-9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PKO Bank Polski Ekstraklasa,Shot Stopper,Goalkeeper,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Wojciech Wójcik,D (R),17,POL,"6'0""",163 lbs,,Ruch,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2043,£350 p/w,Unknown,13-19,-,-,-,7-13,-,-,-,-,-,-,-,-,4-12,16-20,-,-,-,10-18,-,-,-,5-15,4-12,-,-,-,-,2-10,-,-,-,10-20,5-11,-,1-8,-,-,-,-,11-19,3-13,-,-,-,-,1-8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PKO Bank Polski Ekstraklasa,Physical,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
António Peixoto,"D (C), DM",17,POR,"6'4""",176 lbs,,Farense,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£55 p/w,Unknown,7-17,-,-,-,1-8,-,-,-,-,-,-,-,-,5-11,9-15,-,-,-,4-10,-,-,-,4-12,6-16,-,-,-,-,1-11,-,-,-,5-13,5-15,-,8-16,-,-,-,-,8-14,10-18,-,-,-,-,11-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga Portugal 2 SABSEG,Leader,Center back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- -  - 
Daniil Kulov,M/AM (C),17,UKR,"6'2""",165 lbs,,Farense,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£55 p/w,Unknown,1-7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2-10,-,4-12,2-12,-,-,-,1-4,9-19,-,-,3-9,-,-,-,5-13,-,1-7,1-8,-,-,-,-,-,-,1-6,-,-,9-15,-,4-10,9-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga Portugal 2 SABSEG,Leader,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yth,- -  - 
Paulo Estiveira,D (L),18,POR,"5'9""",145 lbs,,Farense,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£55 p/w,Unknown,10-17,-,-,-,6-14,-,-,-,-,-,-,-,-,5-14,13-20,-,-,-,5-14,-,-,-,4-10,2-9,-,-,-,-,5-12,-,-,-,11-17,9-16,-,4-10,-,-,-,-,6-15,11-17,-,-,-,-,2-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga Portugal 2 SABSEG,Leader,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yth,- -  - 
Pape Guèye,GK,17,SEN,"6'1""",165 lbs,,Farense,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£275 p/w,Unknown,-,1-11,-,11-17,-,-,9-15,9-19,-,-,9-17,-,-,-,-,-,12-20,-,-,-,-,10-18,-,-,8-14,-,-,-,-,-,-,11-19,-,-,-,11-17,8-18,10-16,3-13,-,-,-,-,-,2-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga Portugal 2 SABSEG,Shot Stopper,Goalkeeper,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Josep Lluis Fàbregas,D (C),18,ESP,"6'0""",169 lbs,,Girona,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2043,"£3,700 p/w",Unknown,8-17,-,-,-,10-19,-,-,-,-,-,-,-,-,7-15,11-17,-,-,-,4-10,-,-,-,11-18,9-15,-,-,-,-,11-17,-,-,-,13-20,1-8,-,7-14,-,-,-,-,7-13,16-20,-,-,-,-,5-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LaLiga 2 Hypermotion,Physical,Center back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Alfred Iglesias,M (C),17,ESP,"5'9""",143 lbs,,Girona,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£55 p/w,Unknown,-,-,1-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10-16,6-16,-,-,1-6,1-6,-,-,1-7,-,-,-,-,-,-,10-20,-,-,-,-,-,3-9,2-8,1-8,2-10,9-15,-,6-14,6-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LaLiga 2 Hypermotion,Creative,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yth,- -  - 
Pape Dione,ST (C),17,ESP,"5'8""",138 lbs,,Girona,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£55 p/w,Unknown,1-7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9-17,-,3-11,1-9,-,-,-,1-5,2-12,-,-,5-11,-,-,-,9-17,-,4-10,1-9,-,-,-,-,-,-,1-7,-,-,8-14,-,2-8,6-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LaLiga 2 Hypermotion,Intelligent,Forward,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yth,- -  - 
Ricard Gelmà,DM,18,ESP,"5'11""",154 lbs,,Girona,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2043,"£7,250 p/w",Unknown,-,-,7-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9-18,1-5,-,-,7-13,5-12,-,-,1-9,-,-,-,-,-,-,11-18,-,-,-,-,-,5-14,7-16,10-16,14-20,1-10,-,7-13,7-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LaLiga 2 Hypermotion,Leader,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Enric Illán,D (C),17,ESP,"6'4""",171 lbs,,Girona,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£55 p/w,Unknown,3-11,-,-,-,1-7,-,-,-,-,-,-,-,-,10-20,2-10,-,-,-,1-6,-,-,-,1-8,12-20,-,-,-,-,10-18,-,-,-,1-11,1-9,-,8-14,-,-,-,-,1-6,1-8,-,-,-,-,8-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LaLiga 2 Hypermotion,Physical,Center back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yth,- -  - 
Ricard,AM (L),17,ESP,"5'11""",158 lbs,,Girona,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,"£4,800 p/w",Unknown,7-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12-18,-,4-14,10-18,-,-,-,5-15,2-10,-,-,1-8,-,-,-,6-12,-,12-20,10-16,-,-,-,-,-,-,10-18,-,-,7-15,-,4-14,1-8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LaLiga 2 Hypermotion,Physical,Winger,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Vicente Sordo,"DM, M (C)",18,ESP,"6'1""",176 lbs,,Girona,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£55 p/w,Unknown,-,-,7-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5-13,1-7,-,-,1-5,7-13,-,-,9-16,-,-,-,-,-,-,9-15,-,-,-,-,-,10-17,7-15,2-9,3-10,13-20,-,6-13,13-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LaLiga 2 Hypermotion,Intelligent,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yth,- -  - 
Agostino Meeusen,D/WB (R),18,BEL,"5'5""",130 lbs,,SL16 FC,£1.7M - £3.5M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2044,"£4,000 p/w",Right,11-16,1-6,5-10,8-12,7-11,16-20,18-20,1-4,2-6,11-15,6-11,1-6,6-11,12-16,14-18,3-7,1-4,4-8,9-13,4-9,2-6,1-5,4-10,1-3,1,14-19,1-3,4-8,6-11,14-19,3-7,1-4,9-15,6-11,1-5,12-16,1-3,1-5,1-4,11-15,4-8,12,8-14,11-15,2-6,4-10,5-9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Challenger Pro League,Intelligent,Attacking full back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Jimmy Meredith,M/AM (R),18,ENG,"5'9""",147 lbs,Loyal,Peterborough,£210K - £650K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£825 p/w,Right,12,3,11,17,9,9,8,3,1,10,6,6,8,10,13,13,1,7,11,14,5,3,3,5,2,6,7,2,3,11,7,3,12,13,3,2,1,2,2,12,6,3,7,14,3,9,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sky Bet Championship,Technical,Young winger,Unflappable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Roberto Maccione,D (L),17,GER,"5'10""",154 lbs,,Karlsruhe SC,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,"£1,400 p/w",Unknown,9-17,-,-,-,5-11,-,-,-,-,-,-,-,-,10-20,5-13,-,-,-,1-7,-,-,-,1-8,7-15,-,-,-,-,8-16,-,-,-,3-13,5-13,-,8-14,-,-,-,-,2-10,3-13,-,-,-,-,9-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2. Bundesliga,Physical,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Constant Sissoko,D (R),18,CIV,"5'9""",147 lbs,,Karlsruhe SC,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£700 p/w,Unknown,7-13,-,-,-,8-14,-,-,-,-,-,-,-,-,3-10,15-20,-,-,-,8-15,-,-,-,3-12,1-9,-,-,-,-,6-14,-,-,-,11-20,4-10,-,2-11,-,-,-,-,10-17,10-19,-,-,-,-,2-9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2. Bundesliga,Physical,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Peter Wagner,DM,18,GER,"6'2""",178 lbs,,Karlsruhe SC,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£1,300 p/w",Unknown,-,-,7-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5-13,1-7,-,-,1-8,7-13,-,-,5-12,-,-,-,-,-,-,5-11,-,-,-,-,-,8-15,8-16,8-15,3-10,7-14,-,1-7,8-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2. Bundesliga,Leader,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Per Joar Kvamvold,M (C),18,NOR,"5'8""",143 lbs,,Karlsruhe SC,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£350 p/w,Unknown,-,-,8-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8-14,5-14,-,-,1-9,1-9,-,-,7-13,-,-,-,-,-,-,5-14,-,-,-,-,-,6-12,4-10,1-8,5-13,8-14,-,3-11,4-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2. Bundesliga,Leader,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
